Month,naics_description,product_or_service_code_description,total_obligated_amount,recipient_name,funding_sub_agency_name
2016M08,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",26036.45,"AMERICAN ROCK PRODUCTS, INC.",U.S. FISH AND WILDLIFE SERVICE
2016M08,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",28840.0,"BLT COMPANIES-GP, L.L.C.",U.S. FISH AND WILDLIFE SERVICE
2016M08,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",45000.0,KERNEN CONSTRUCTION,U.S. FISH AND WILDLIFE SERVICE
2016M08,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",75616.0,LYNCH CREEK QUARRY LLC,NATIONAL PARK SERVICE
2016M08,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",83829.98,"L. G. EVERIST, INCORPORATED",NATIONAL PARK SERVICE
2016M08,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",89550.0,AMERICAN CLASSIC CONSTRUCTION INC.,BUREAU OF RECLAMATION
2016M08,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",215855.0,"AMES 1 , LLC",DEPT OF THE AIR FORCE
2016M08,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",220997.65,AMERICAN CLASSIC CONSTRUCTION INC.,BUREAU OF RECLAMATION
2016M08,CONSTRUCTION SAND AND GRAVEL MINING,"MINERALS, NATURAL AND SYNTHETIC",7254.0,GRAY ROCK TRUCKING,U.S. FISH AND WILDLIFE SERVICE
2016M08,CONSTRUCTION SAND AND GRAVEL MINING,"MINERALS, NATURAL AND SYNTHETIC",14891.33,"BO DEAN CO., INC.",NATIONAL PARK SERVICE
2016M08,CONSTRUCTION SAND AND GRAVEL MINING,"MINERALS, NATURAL AND SYNTHETIC",32970.0,"ALL ROCK, LLC",BUREAU OF LAND MANAGEMENT
2016M08,CONSTRUCTION SAND AND GRAVEL MINING,"MINERALS, NATURAL AND SYNTHETIC",33080.0,EVERETT'S INC,DEPT OF THE ARMY
2016M08,CONSTRUCTION SAND AND GRAVEL MINING,"MINERALS, NATURAL AND SYNTHETIC",34160.0,AMERICAN CLASSIC CONSTRUCTION INC.,DEPT OF THE ARMY
2016M08,CONSTRUCTION SAND AND GRAVEL MINING,"MINERALS, NATURAL AND SYNTHETIC",50393.69,EVERETT'S INC,DEPT OF THE ARMY
2016M08,CONSTRUCTION SAND AND GRAVEL MINING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",8702.26,"J. L. STOREDAHL & SONS, INC.",U.S. FISH AND WILDLIFE SERVICE
2016M08,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,4037.3,"W.W. GRAINGER, INC.","STATE, DEPARTMENT OF"
2016M08,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,6042.85,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M08,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,8435.7,"CRYSTAL CREEK AGGREGATE, INC.",NATIONAL PARK SERVICE
2016M08,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,50000.0,"MARZANO & SONS GENERAL ENGINEERING CONTRACTORS, INC.",FOREST SERVICE
2016M08,CONSTRUCTION SAND AND GRAVEL MINING,NATURAL RESOURCES/CONSERVATION- SURFACE MINING RECLAMATION (NON-CONSTRUCTION),462960.0,"ROCKY MOUNTAIN AGGREGATE, LLC",DEPT OF THE AIR FORCE
2016M08,CONSTRUCTION SAND AND GRAVEL MINING,ORES,41300.0,"GLACIER CONSTRUCTION SERVICES, INC.",NATIONAL PARK SERVICE
2016M08,CONSTRUCTION SAND AND GRAVEL MINING,REPAIR OR ALTERATION OF EXHIBIT DESIGN (NON-BUILDING),8350.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M08,CONSTRUCTION SAND AND GRAVEL MINING,REPAIR OR ALTERATION OF FAMILY HOUSING FACILITIES,3931.89,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M08,CONSTRUCTION SAND AND GRAVEL MINING,REPAIR OR ALTERATION OF FAMILY HOUSING FACILITIES,5071.94,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M08,CONSTRUCTION SAND AND GRAVEL MINING,REPAIR OR ALTERATION OF HIGHWAYS/ROADS/STREETS/BRIDGES/RAILWAYS,19074.92,"RDT ENTERPRISES, L.L.C.",NATIONAL PARK SERVICE
2016M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,COMPRESSORS AND VACUUM PUMPS,34900.0,"RADEFARK ENTERPRISES INTERNATIONAL, INC",DEPT OF THE NAVY
2016M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,FUEL OILS,8489.19,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,"FUELS, SOLID",53589.23,NORTHERN ENERGY CORPORATION,U.S. FISH AND WILDLIFE SERVICE
2016M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,"FUELS, SOLID",241081.55,"DELTA COALS, LLC",DEPT OF THE NAVY
2016M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,"FUELS, SOLID",464437.47,"DELTA COALS, LLC",DEPT OF THE NAVY
2016M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"TWIN EAGLE RESOURCE MANAGEMENT, LLCTIGER NATURAL GAS, INC.",DEFENSE LOGISTICS AGENCYDEFENSE LOGISTICS AGENCY
2016M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,2999.62,MISCELLANEOUS FOREIGN AWARDEES,DEPT OF THE ARMY
2016M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,10142.99,"PPL ENERGY PLUS, LLC",DEPT OF THE ARMY
2016M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,12275.19,"PPL ENERGY PLUS, LLC",DEPT OF THE ARMY
2016M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,17514.12,"PPL ENERGY PLUS, LLC",DEPT OF THE ARMY
2016M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,17754.31,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY
2016M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,38507.04,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY
2016M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,116031.09,GAS SOUTH LLC,FEDERAL LAW ENFORCEMENT TRAINING CENTER
2016M08,CRUSHED AND BROKEN GRANITE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",13035.75,COLVILLE VALLEY CONCRETE CORPORATION,NATIONAL PARK SERVICE
2016M08,CRUSHED AND BROKEN GRANITE MINING AND QUARRYING,"OPERATION OF HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS",6831.84,TAMBURELLI CONSTRUCTION,U.S. FISH AND WILDLIFE SERVICE
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,CLAY AND CONCRETE PRODUCTS INDUSTRIES MACHINERY,5302.0,GRAYMONT MATERIALS (NY) INC.,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"DISKS AND STONES, ABRASIVE",5556.0,POUNDING MILL QUARRY CORPORATION,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,MAINTENANCE OF OTHER CONSERVATION AND DEVELOPMENT FACILITIES,11577.37,BOTCHER BROTHERS,U.S. FISH AND WILDLIFE SERVICE
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",0.0,"ALLEN COMPANY, INC., THE",DEPT OF THE ARMY
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",7108.11,GREEN DREAM INTERNATIONAL LLC,U.S. FISH AND WILDLIFE SERVICE
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",7987.41,"SHELLY COMPANY, THE",U.S. FISH AND WILDLIFE SERVICE
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",9420.2,"MAGRUDER LIMESTONE COMPANY, INCORPORATED",U.S. FISH AND WILDLIFE SERVICE
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",9818.3,"WADLEY CONSTRUCTION, INC.",DEPT OF THE ARMY
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",11963.18,"NEW ENTERPRISE STONE & LIME CO., INC.",FOREST SERVICE
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",12000.0,L L CARTER & SON INC,DEPT OF THE ARMY
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",14368.34,"NEW ENTERPRISE STONE & LIME CO., INC.",FOREST SERVICE
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",15952.55,"WARREN PAVING, INC.",U.S. FISH AND WILDLIFE SERVICE
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",19995.0,"CHOCTAW TRANSPORTATION COMPANY, INC.",U.S. FISH AND WILDLIFE SERVICE
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",21560.0,HANSON AGGREGATES MIDWEST LLC,DEPT OF THE AIR FORCE
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",22500.0,TWO-J RANCH INC,U.S. FISH AND WILDLIFE SERVICE
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",23960.0,TWO-J RANCH INC,U.S. FISH AND WILDLIFE SERVICE
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",24182.25,ANNA QUARRIES INC,U.S. FISH AND WILDLIFE SERVICE
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",24928.0,ANNA QUARRIES INC,U.S. FISH AND WILDLIFE SERVICE
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",25998.07,"MEDITERRANEAN CEMENT CO, INC",U.S. FISH AND WILDLIFE SERVICE
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",37418.0,"ROY BAILEY CONSTRUCTION, INC.",U.S. FISH AND WILDLIFE SERVICE
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",42843.52,"TERRAL RIVERSERVICE, INC.",U.S. FISH AND WILDLIFE SERVICE
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",50718.31,"MOUNTAIN MATERIALS, INC",FOREST SERVICE
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",56797.07,L L CARTER & SON INC,DEPT OF THE ARMY
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",72700.0,L L CARTER & SON INC,DEPT OF THE ARMY
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",158029.0,"WADLEY CONSTRUCTION, INC.",DEPT OF THE ARMY
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",167500.0,"PRIHODA, ANTHONY PAUL",U.S. FISH AND WILDLIFE SERVICE
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2875544.36,"RIVERSIDE CONSTRUCTION CO., INC.",DEPT OF THE ARMY
2016M08,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,9479.98,"MARTIN MARIETTA MATERIALS, INC.",FOREST SERVICE
2016M08,DIMENSION STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",12274.58,SOUTHERN ILLINOIS STONE CO INC,U.S. FISH AND WILDLIFE SERVICE
2016M08,DIMENSION STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",21359.19,"SHAWNEE STONE, LLC",U.S. FISH AND WILDLIFE SERVICE
2016M08,DIMENSION STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",9997.05,"PEAK SAND & GRAVEL, INC",U.S. FISH AND WILDLIFE SERVICE
2016M08,DIMENSION STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,4891.0,LON THOMAS & ASSOCIATES INC,FOREST SERVICE
2016M08,INDUSTRIAL SAND MINING,MISCELLANEOUS MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,26967.01,CHUO SHOKO K.K.,DEPT OF THE NAVY
2016M08,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE
2016M08,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,3923.09,LIQUIGAS SPA,DEPT OF THE ARMY
2016M08,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",0.0,"KEY COOPERATIVEAMERIGAS PROPANE, L.P.AMERIGAS PROPANE, L.P.",AGRICULTURAL RESEARCH SERVICEDEPT OF THE ARMYDEPT OF THE ARMY
2016M08,OTHER CHEMICAL AND FERTILIZER MINERAL MINING,CHEMICALS,1194.0,MISCELLANEOUS FOREIGN AWARDEES,DEPT OF THE ARMY
2016M08,OTHER CHEMICAL AND FERTILIZER MINERAL MINING,CHEMICALS,8713.0,MISCELLANEOUS FOREIGN AWARDEES,DEPT OF THE ARMY
2016M08,OTHER CHEMICAL AND FERTILIZER MINERAL MINING,CHEMICALS,9156.85,"ENVIROTECH SERVICES, INC.",U.S. FISH AND WILDLIFE SERVICE
2016M08,OTHER CHEMICAL AND FERTILIZER MINERAL MINING,GASES: COMPRESSED AND LIQUEFIED,6867.84,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M08,OTHER CHEMICAL AND FERTILIZER MINERAL MINING,HOUSEKEEPING- SNOW REMOVAL/SALT,30583.61,"R.B.S., INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS
2016M08,OTHER CHEMICAL AND FERTILIZER MINERAL MINING,"MINERALS, NATURAL AND SYNTHETIC",14841.03,COMPASS MINERALS AMERICA INC,NATIONAL PARK SERVICE
2016M08,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",0.0,"K BARNETT & SONS INCCRT CRUSHING, INC",DEPT OF THE AIR FORCEDEPT OF THE AIR FORCE
2016M08,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",498.0,GREEN DREAM INTERNATIONAL LLC,DEPT OF THE ARMY
2016M08,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",8000.0,"FOSTER, CHRIS TRUCKING",NATIONAL PARK SERVICE
2016M08,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",9930.6,"BILL BALTRUSCH CONSTRUCTION, INC.",BUREAU OF LAND MANAGEMENT
2016M08,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",10000.0,"FOSTER, CHRIS TRUCKING",NATIONAL PARK SERVICE
2016M08,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",12958.0,"FOSSUM READY MIX, INC.",BUREAU OF LAND MANAGEMENT
2016M08,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",13959.0,"IRON MOUNTAIN QUARRY, L.L.C.",U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY
2016M08,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",14985.0,ECOLOGY MIR GROUP LLC,DEPT OF THE ARMY
2016M08,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",15042.19,AMERICAN CLASSIC CONSTRUCTION INC.,U.S. FISH AND WILDLIFE SERVICE
2016M08,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",23931.24,"GEARHART BROTHERS SERVICES, LLC",DEPT OF THE ARMY
2016M08,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",31748.02,ECOLOGY MIR GROUP LLC,U.S. FISH AND WILDLIFE SERVICE
2016M08,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",33727.5,"TARPAN CONSTRUCTION, LLC",DEPT OF THE ARMY
2016M08,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",37967.77,ECOLOGY MIR GROUP LLC,U.S. FISH AND WILDLIFE SERVICE
2016M08,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",45354.65,"IRON MOUNTAIN QUARRY, L.L.C.",DEPT OF THE ARMY
2016M08,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",45570.72,WASHINGTON ROCK QUARRIES INC.,DEPT OF THE ARMY
2016M08,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",48321.65,"STAGGS EXCAVATING, INC.",U.S. FISH AND WILDLIFE SERVICE
2016M08,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",83000.0,GREEN DREAM INTERNATIONAL LLC,DEPT OF THE ARMY
2016M08,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",95318.69,"IRON MOUNTAIN QUARRY, L.L.C.",U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY
2016M08,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",100300.0,MADDUX & SONS INC,U.S. FISH AND WILDLIFE SERVICE
2016M08,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",121380.74,"RIVERSIDE CONSTRUCTION CO., INC.",U.S. FISH AND WILDLIFE SERVICE
2016M08,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",148375.0,"TARPAN CONSTRUCTION, LLC",U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY
2016M08,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",161800.0,GREEN DREAM INTERNATIONAL LLC,DEPT OF THE ARMY
2016M08,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",241421.68,AMERICAN CLASSIC CONSTRUCTION INC.,U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY
2016M08,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION EQUIPMENT,5425.0,FOWLER BROTHERS INC,FOREST SERVICE
2016M08,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"TILE, BRICK AND BLOCK",6668.34,ZIMMERMAN MULCH PRODUCTS LLC,DEPT OF THE AIR FORCE
2016M08,PHOSPHATE ROCK MINING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",12526.5,FOWLER BROTHERS INC,FOREST SERVICE
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"BEARINGS, ANTIFRICTION, UNMOUNTED",26400.0,HONEYWELL INTERNATIONAL INC,DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"BEARINGS, PLAIN, UNMOUNTED",0.0,"MEGGITT (NORTH HOLLYWOOD), INC.",DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"BEARINGS, PLAIN, UNMOUNTED",28.0,"APPLIED INDUSTRIAL TECHNOLOGIES, INC.",DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"BEARINGS, PLAIN, UNMOUNTED",497.0,EQUIPMENT PARTS SALES,DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"BEARINGS, PLAIN, UNMOUNTED",708.0,"ARKWIN INDUSTRIES, INC.ARKWIN INDUSTRIES, INC.",DEFENSE LOGISTICS AGENCYDEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"BEARINGS, PLAIN, UNMOUNTED",4378.42,"MEGGITT (NORTH HOLLYWOOD), INC.",DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"HARDWARE, COMMERCIAL",0.0,BASIC RUBBER AND PLASTICS CO.,DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"HARDWARE, COMMERCIAL",111.0,ARLO CORPORATION,DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"HARDWARE, COMMERCIAL",170.94,"JGILS, LLC",DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"HARDWARE, COMMERCIAL",265.65,WESCO AIRCRAFT HARDWARE CORP.,DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"HARDWARE, COMMERCIAL",580.8,"HERNDON PRODUCTS, LLC",DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"HARDWARE, COMMERCIAL",6731.0,TRANSDIGM INC,DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,1176.7,JAMAICA BEARINGS CO INC,DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,1233.67,BAE SYSTEMS LAND & ARMAMENTS L.P.,DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,2517.81,WFM INVESTMENTS INC,DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,2995.0,"VERMONT AEROSPACE INDUSTRIES, LLC",DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,3098.87,SCIENCE APPLICATIONS INTERNATIONAL CORPORATIONSCIENCE APPLICATIONS INTERNATIONAL CORPORATION,DEFENSE LOGISTICS AGENCYDEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,4068.0,"PRIDE ELECTRONICS, INC.",DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,13068.0,BLUE ASH TOOL & DIE CO INC,DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS VEHICULAR COMPONENTS,6750.0,"AUGUSTA ENGINE PARTS, INC.",DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",0.0,REID PRODUCTS INC.,DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",32.72,"ROCKLAND, INC.",DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",88.79,"TOOZE ENTERPRISE, INC.",DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",121.89,C CROUTHAMEL & CO INC,DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",122.94,C CROUTHAMEL & CO INC,DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",276.75,"JERGENS, INC.",DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",288.0,R.P.S. INC.,DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",380.0,GNL DEFENSE INC.,DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",614.16,SPAIRES INC,DEFENSE LOGISTICS AGENCY
